audit_id,audit_date,department_name,finding,severity,status,manager_id,project_id
10654,2026-01-24,Veterinary,Sort movement appear threat others.,High,Open,496,483
10655,2026-03-18,Analytics,Learn cut because attack age whom.,Medium,Closed,5,203
10656,2026-03-27,Logistics,Prevent value respond.,Low,Closed,192,302
10657,2026-02-08,Veterinary,Bring morning cold cut teacher indeed.,Low,Closed,373,157
10658,2026-01-06,Analytics,It true third think next them.,Low,Open,125,484
10659,2026-01-20,Logistics,Eye science fall hear.,Medium,Open,158,145
10660,2026-03-14,Veterinary,Issue away seven.,Critical,Closed,208,361
10661,2026-03-23,Analytics,Story service fill cell read.,High,Open,265,358
10662,2026-03-18,Veterinary,Prevent top support.,Medium,Closed,4,136
10663,2026-02-12,Veterinary,I nature must open.,Medium,In Review,414,350
10664,2026-04-09,Logistics,On plan body nice school arm.,High,In Review,257,150
10665,2026-04-06,Analytics,Ahead off pick seven.,Medium,In Review,242,201
10666,2026-01-01,Analytics,Expect claim assume finally weight bar.,Low,Closed,124,65
10667,2026-03-18,Logistics,Surface shoulder first.,Medium,Open,18,339
10668,2026-04-02,Logistics,Prove interview center.,High,In Review,343,12
10669,2026-01-12,Analytics,Share action safe box art market.,High,Open,368,305
10670,2026-01-18,Logistics,Including control third trip forward.,Medium,Open,120,495
10671,2026-02-17,Analytics,Student herself if half read course.,Critical,Open,323,423
10672,2026-01-24,Veterinary,Laugh entire hundred travel financial.,High,Open,445,301
10673,2026-03-26,Logistics,Gas pull executive.,High,Closed,261,316
10674,2026-03-01,Logistics,Former popular else.,Low,Closed,366,423
10675,2026-02-26,Veterinary,Couple themselves moment note itself listen.,High,Closed,250,181
10676,2026-02-21,Analytics,Factor strategy safe general ask.,High,Open,309,279
10677,2026-03-25,Analytics,Other everyone record.,Low,Closed,96,121
10678,2026-03-09,Logistics,Heart call test true summer conference.,Low,Open,488,159
10679,2026-01-24,Logistics,Water little member.,High,In Review,415,76
10680,2026-04-05,Analytics,Little animal although citizen nice.,High,Open,238,319
10681,2026-02-23,Analytics,Authority wall her garden low.,High,In Review,279,216
10682,2026-01-23,Analytics,Hotel open face stage high.,Medium,Closed,146,197
10683,2026-01-07,Veterinary,Remember tax tend administration world.,Medium,In Review,221,236
10684,2026-02-09,Analytics,Health side four.,Critical,In Review,32,229
10685,2026-01-18,Logistics,By but friend learn.,Critical,In Review,213,228
10686,2026-02-26,Operations,Political box gun way goal receive.,Medium,Open,347,11
10687,2026-02-09,Veterinary,Since security wrong.,Critical,In Review,208,169
10688,2026-04-03,Analytics,Effect nature oil.,Medium,Closed,423,490
10689,2026-02-01,Analytics,Wait hospital great.,Critical,Open,270,411
10690,2026-01-29,Veterinary,True east write.,High,Closed,401,200
10691,2026-03-26,Veterinary,Shake art eye billion.,Critical,Closed,113,288
10692,2026-01-19,Operations,Throw type prevent sign unit.,Low,Closed,471,121
10693,2026-04-12,Logistics,On friend power.,High,Closed,166,420
10694,2026-03-23,Logistics,Environment table old.,Low,Closed,161,4
10695,2026-03-22,Logistics,Old trade film able product food.,High,In Review,420,393
10696,2026-02-24,Logistics,May peace fund everyone simple.,Critical,In Review,218,167
10697,2026-02-02,Logistics,These time kind.,Medium,In Review,435,455
10698,2026-02-26,Analytics,Relationship interview blood join.,Low,In Review,78,283
10699,2026-03-31,Operations,Why rule bring reach continue former.,Medium,In Review,92,168
10700,2026-02-26,Veterinary,Ask realize feel election.,Critical,Open,292,362
10701,2026-02-16,Operations,Recent morning carry party recognize foot apply.,Medium,In Review,210,464
10702,2026-01-12,Analytics,Heart at according.,Medium,In Review,207,229
10703,2026-03-29,Logistics,Mouth trial down share.,High,Open,225,234
10704,2026-03-27,Veterinary,Impact or just skin laugh.,Medium,Open,456,157
10705,2026-01-31,Analytics,Ball write election.,Low,In Review,211,325
10706,2026-03-14,Veterinary,Yet you trouble sure.,High,Open,198,428
10707,2026-04-11,Operations,Black about election pattern.,High,Closed,417,448
10708,2026-02-09,Logistics,Game oil early develop.,High,Closed,377,119
10709,2026-01-09,Veterinary,Marriage most range.,Medium,Open,394,68
10710,2026-01-14,Analytics,Save without training leader.,Medium,In Review,499,86
10711,2026-01-29,Logistics,Movie read statement.,Low,In Review,447,472
10712,2026-01-10,Veterinary,Party miss blue alone question.,Low,Closed,421,323
10713,2026-01-25,Veterinary,Small plan much best skill.,Medium,Closed,324,482
10714,2026-03-29,Veterinary,None put plan example.,Critical,Closed,481,279
10715,2026-01-04,Analytics,Might might catch draw wrong office.,Critical,Open,241,405
10716,2026-01-08,Logistics,Across owner go according sea.,Critical,In Review,466,109
10717,2026-01-11,Analytics,Group effort more can.,High,Open,224,430
10718,2026-02-17,Operations,Picture physical crime the.,Critical,Open,120,137
10719,2026-01-07,Analytics,System arrive fire.,Low,Open,359,267
10720,2026-02-11,Analytics,Crime campaign spend.,Medium,Closed,248,155
10721,2026-03-04,Veterinary,That good recent.,High,Closed,343,402
10722,2026-03-02,Veterinary,Purpose pattern case shake.,Low,Open,420,146
10723,2026-02-07,Veterinary,Its need policy use ok.,High,Closed,134,24
10724,2026-01-05,Analytics,Probably film practice western follow dream.,Medium,In Review,9,479
10725,2026-03-22,Veterinary,Move to front.,High,Open,479,157
10726,2026-01-29,Operations,Ground according none near every.,Low,Open,294,291
10727,2026-03-05,Operations,Bar bad rather here.,Critical,Open,496,464
10728,2026-01-29,Logistics,House air or card.,Low,Open,87,217
10729,2026-03-23,Operations,Finally raise hundred marriage.,Critical,In Review,245,493
10730,2026-04-11,Veterinary,Last spend general.,Medium,Closed,49,257
10731,2026-03-25,Veterinary,Economy number when article.,Critical,Closed,85,122
10732,2026-01-27,Veterinary,Cause successful understand agency might.,Medium,In Review,405,337
10733,2026-03-31,Operations,Worker pick watch.,Medium,Closed,488,489
10734,2026-03-20,Veterinary,Far along job.,Critical,Open,301,280
10735,2026-02-14,Veterinary,Human fast center sell dark.,Critical,In Review,70,472
10736,2026-03-22,Veterinary,Now her keep near mission fine.,Low,Closed,443,452
10737,2026-03-17,Operations,Government now green population.,Critical,In Review,361,178
10738,2026-03-21,Operations,Rich plant that surface see again.,Low,In Review,266,26
10739,2026-01-10,Operations,Part peace five sport down responsibility.,Low,In Review,42,353
10740,2026-04-12,Logistics,Morning nothing style night them chance.,Critical,In Review,14,308
10741,2026-02-22,Veterinary,Win type will yourself.,Critical,Closed,448,421
10742,2026-01-27,Logistics,None suggest analysis financial.,Medium,In Review,174,27
10743,2026-02-11,Logistics,Commercial field senior someone financial.,High,Closed,275,159
10744,2026-01-05,Logistics,Work fast poor third past buy.,High,Closed,291,418
10745,2026-01-17,Logistics,Social front baby.,High,Open,168,15
10746,2026-01-05,Analytics,Ready community late.,Low,Open,369,52
10747,2026-03-08,Logistics,Raise away put though.,Low,Open,482,478
10748,2026-03-28,Veterinary,Million everyone current much benefit claim.,Low,In Review,375,476
10749,2026-03-22,Veterinary,Pay shake protect girl product.,High,In Review,50,178
10750,2026-01-14,Veterinary,Follow forget trip choice save whom.,Low,Closed,302,480
10751,2026-01-04,Logistics,Hand red similar.,Medium,Open,80,279
10752,2026-04-05,Veterinary,Special to begin.,Critical,Open,73,79
10753,2026-01-01,Veterinary,Along condition rock.,Medium,Closed,325,412
10754,2026-01-19,Veterinary,See ask into here development.,High,In Review,344,47
10755,2026-01-18,Analytics,Alone prove middle man financial development.,Critical,Open,201,323
10756,2026-04-07,Operations,Paper teach fill.,Medium,In Review,346,198
10757,2026-03-24,Veterinary,Term letter data.,Critical,In Review,202,124
10758,2026-03-02,Logistics,Clearly product road community threat woman.,Low,Closed,142,38
10759,2026-01-02,Veterinary,Good woman food nice per.,Low,Open,85,268
10760,2026-03-26,Veterinary,Bad season avoid.,Critical,Closed,144,51
10761,2026-01-09,Logistics,Exist receive task matter.,Medium,Closed,400,411
10762,2026-03-29,Analytics,Health sure read young crime religious.,Low,Closed,331,113
10763,2026-02-26,Operations,Provide present make.,Critical,Closed,467,118
10764,2026-03-16,Operations,Reality deal he research money term.,Critical,Closed,108,435
10765,2026-01-03,Veterinary,Study maybe realize.,Low,Closed,210,23
10766,2026-03-13,Analytics,The training may itself.,High,Open,372,71
10767,2026-01-09,Veterinary,Book challenge forward.,Critical,Open,487,398
10768,2026-02-08,Logistics,General everyone board budget.,Low,In Review,33,254
10769,2026-03-12,Logistics,Perhaps music pressure key much.,Medium,Open,496,65
10770,2026-02-28,Logistics,Religious listen door structure.,Medium,Closed,59,148
10771,2026-02-10,Operations,Movement glass class word current.,Low,In Review,123,312
10772,2026-03-10,Veterinary,Character according make it painting.,Medium,Open,348,69
10773,2026-03-05,Operations,Arm down game.,Low,Closed,286,203
10774,2026-03-24,Veterinary,Yet important option business.,Medium,Open,225,390
10775,2026-01-30,Operations,Stage professional scene country energy recent.,Critical,In Review,411,113
10776,2026-01-09,Veterinary,Person evidence still try ahead maintain.,Medium,Closed,289,156
10777,2026-01-09,Operations,Their military consider painting.,Critical,Open,371,208
10778,2026-01-01,Analytics,Range tax visit interesting country other.,Medium,Open,441,494
10779,2026-03-29,Operations,I anyone the economy office.,Medium,In Review,13,177
10780,2026-02-09,Analytics,Argue spring different consider art your.,Low,Open,54,414
10781,2026-02-22,Operations,Unit son forget.,Medium,In Review,172,328
10782,2026-01-05,Logistics,Attack subject attorney.,Low,Open,386,152
10783,2026-03-09,Logistics,Rate add serious outside.,Critical,In Review,19,379
10784,2026-01-06,Analytics,Sure tend activity begin husband.,Critical,Closed,27,232
10785,2026-03-01,Analytics,Choice scientist identify.,Medium,Closed,244,497
10786,2026-02-10,Analytics,Throw space coach.,Medium,Closed,160,362
10787,2026-01-23,Veterinary,Course so man throughout.,Critical,Open,303,163
10788,2026-02-14,Analytics,Century free professor political than.,Medium,In Review,477,354
10789,2026-01-14,Analytics,Parent up real once nor.,Low,Open,117,215
10790,2026-02-21,Veterinary,Gun coach price threat course energy.,High,In Review,31,100
10791,2026-04-11,Veterinary,Painting field seven development very.,Critical,Closed,90,279
10792,2026-04-10,Logistics,Middle group throw.,Critical,Open,359,405
10793,2026-01-17,Analytics,Approach choice collection poor opportunity.,Medium,Open,228,498
10794,2026-03-19,Operations,Myself employee significant win for apply.,Critical,Open,268,65
10795,2026-02-12,Logistics,Able guess before direction despite easy.,Medium,Open,70,360
10796,2026-02-09,Analytics,New such mother lay use.,Low,Open,237,487
10797,2026-03-28,Veterinary,Town far realize reach.,Medium,Open,207,310
10798,2026-02-09,Operations,Cut they successful.,Critical,Closed,247,35
10799,2026-04-03,Logistics,Along like public health compare.,Low,Open,92,4
10800,2026-01-23,Operations,College stage college employee quite model.,Low,Closed,279,372
10801,2026-04-06,Analytics,Behind story kind single question.,Medium,Closed,414,405
10802,2026-01-18,Logistics,Stock own want nothing.,Medium,In Review,150,479
10803,2026-03-26,Analytics,Congress expert positive.,Critical,Closed,358,317
10804,2026-04-10,Logistics,Key TV tell democratic carry.,Low,Open,41,498
10805,2026-04-04,Operations,Without leave condition become.,Low,Closed,201,137
10806,2026-03-24,Logistics,Bank either land not.,Medium,In Review,300,469
10807,2026-02-19,Logistics,Environmental each language remember.,High,Open,236,235
10808,2026-03-29,Logistics,Painting attention air simple require keep.,Low,Closed,389,174
10809,2026-01-30,Analytics,Today threat ok.,High,Open,40,420
10810,2026-04-02,Analytics,Thus theory international light determine practice.,High,Open,157,140
10811,2026-02-17,Veterinary,Past occur read radio surface effort.,Critical,Open,444,177
10812,2026-02-07,Analytics,Street energy half reach.,High,In Review,98,431
10813,2026-02-10,Logistics,Be specific himself color management process.,Critical,In Review,236,199
10814,2026-01-09,Logistics,Value ok speech loss early stock.,Medium,Closed,193,318
10815,2026-01-26,Operations,Attorney try and economy upon.,Critical,Open,367,188
10816,2026-03-27,Analytics,Your bill all final.,Critical,In Review,381,52
10817,2026-03-16,Analytics,If data bag.,Low,Open,266,131
10818,2026-03-13,Analytics,Wide air also day represent.,Critical,Closed,4,460
10819,2026-01-12,Logistics,Film fund say buy.,Low,Open,86,320
10820,2026-01-17,Veterinary,Office blue cell voice question.,High,Open,81,201
10821,2026-02-01,Analytics,Report heavy foot gas expect special.,High,Open,51,418
10822,2026-01-12,Operations,Behind letter couple his wall so.,High,In Review,68,368
10823,2026-03-21,Operations,Recently environment site ability hold.,Critical,Closed,129,441
10824,2026-02-26,Analytics,Performance even public relationship truth.,Critical,Closed,428,198
10825,2026-02-11,Veterinary,Whose hospital chair where candidate few.,Critical,Open,81,345
10826,2026-02-25,Operations,Skin fill beyond some difference prevent.,Critical,In Review,129,306
10827,2026-01-02,Operations,Ask research we prepare loss behind hotel.,Low,In Review,130,308
10828,2026-03-10,Operations,Road final home him.,Low,Open,25,418
10829,2026-02-19,Analytics,Value item above middle.,Critical,Closed,412,225
10830,2026-02-25,Logistics,Common few next.,Low,Open,160,382
10831,2026-03-05,Operations,Wind few describe front mother indeed.,High,In Review,116,184
10832,2026-03-17,Operations,Far citizen see.,Critical,Open,402,403
10833,2026-02-17,Operations,Fight worker thought purpose full expert value.,Low,Closed,99,219
10834,2026-03-16,Analytics,Charge huge beat recently even.,High,In Review,356,202
10835,2026-03-21,Analytics,Doctor money entire response start.,Critical,Closed,381,50
10836,2026-02-12,Logistics,Reveal green thousand someone check.,High,In Review,374,476
10837,2026-04-11,Veterinary,Page current answer option environmental.,Low,Closed,108,73
10838,2026-02-24,Logistics,Husband thought medical.,High,In Review,72,316
10839,2026-04-12,Analytics,Stay seek same.,Low,Closed,453,105
10840,2026-01-14,Operations,Describe computer discuss.,Low,In Review,74,116
10841,2026-01-31,Logistics,Clear between sure red onto.,High,Open,397,347
10842,2026-03-12,Veterinary,Candidate together result.,Medium,In Review,223,212
10843,2026-01-14,Operations,Catch billion own serve.,High,Open,349,500
10844,2026-04-09,Operations,Media admit city fire clearly carry.,Medium,Open,288,418
10845,2026-02-12,Logistics,Social leave turn present create civil.,Critical,Open,312,381
10846,2026-02-14,Analytics,Picture hundred develop.,Low,Closed,469,410
10847,2026-03-03,Analytics,City late condition base hear north.,Critical,Open,406,393
10848,2026-04-12,Logistics,Her so president use.,Medium,Closed,41,403
10849,2026-02-22,Operations,Fact share item store often price.,Low,Closed,146,53
10850,2026-03-18,Logistics,Such week think by young free.,Medium,Open,112,225
10851,2026-01-07,Analytics,Agree if speak food.,Critical,Closed,458,162
10852,2026-03-20,Logistics,Follow drug age realize say customer.,Critical,In Review,93,347
10853,2026-01-09,Veterinary,Himself upon firm.,Critical,In Review,194,372
10854,2026-04-06,Veterinary,Start stop house picture.,Medium,Closed,305,93
10855,2026-04-01,Veterinary,Word few ball candidate yard student name.,Medium,Closed,141,363
10856,2026-04-04,Analytics,Every office as item.,Critical,Open,250,301
10857,2026-01-19,Logistics,One very personal over would spring.,Critical,Closed,420,299
10858,2026-02-08,Logistics,Former bring ground nothing.,Critical,Closed,59,379
10859,2026-01-16,Analytics,Statement campaign purpose forget that audience.,Medium,In Review,319,133
10860,2026-04-05,Operations,If only those fall these.,Medium,Open,175,386
10861,2026-01-20,Veterinary,She both green inside maintain.,Medium,Closed,58,10
10862,2026-01-25,Logistics,Sort cell scene.,Critical,Closed,309,206
10863,2026-02-22,Logistics,Also seem hand pick particular attorney.,Medium,Closed,335,148
10864,2026-03-22,Operations,When amount Mrs.,High,Open,211,260
10865,2026-01-30,Analytics,Exactly lose money student experience check word.,High,In Review,55,177
10866,2026-01-02,Veterinary,Author you specific create participant.,Medium,Closed,22,186
10867,2026-01-13,Veterinary,Person could avoid TV must.,Low,Open,443,432
10868,2026-03-04,Operations,Maybe just position.,Medium,In Review,358,307
10869,2026-01-22,Logistics,That smile fight truth idea.,Critical,Open,362,52
10870,2026-02-13,Analytics,He push ahead create though.,Critical,In Review,211,465
10871,2026-03-19,Logistics,Time black increase guy discussion.,Medium,In Review,64,118
10872,2026-01-01,Analytics,Short look discuss break article cover.,Low,Open,356,371
10873,2026-01-18,Logistics,Age experience record.,Low,Open,445,370
10874,2026-02-05,Operations,Task clear to east along eat under.,Critical,Open,103,215
10875,2026-02-09,Logistics,Not whether account talk.,Critical,Closed,380,35
10876,2026-01-04,Veterinary,Doctor employee ball actually toward little.,Medium,Open,184,322
10877,2026-02-17,Operations,Total call car prove.,High,Closed,175,293
10878,2026-03-15,Operations,Industry fund phone project center.,Medium,Open,234,200
10879,2026-01-17,Logistics,Level real number represent staff pull.,Medium,Open,177,129
10880,2026-03-14,Logistics,Mind common research.,Medium,Closed,299,201
10881,2026-01-11,Veterinary,North enough father surface animal machine.,Critical,In Review,150,333
10882,2026-04-07,Logistics,Indicate on anything.,High,Open,385,468
10883,2026-01-29,Analytics,Republican game particularly.,Critical,Closed,70,96
10884,2026-04-08,Analytics,Account response skill represent the.,Medium,Closed,104,500
10885,2026-01-27,Logistics,Score campaign politics manage.,Medium,Open,183,332
10886,2026-01-25,Logistics,Opportunity effect either writer southern sea.,High,Open,49,71
10887,2026-02-25,Logistics,Challenge standard owner.,High,In Review,44,499
10888,2026-03-10,Logistics,Lay free south brother ready.,Critical,Closed,79,137
10889,2026-03-29,Operations,Discussion field than section.,Medium,In Review,276,427
10890,2026-04-01,Veterinary,Without ok up according week produce decade.,Critical,Open,157,430
10891,2026-04-10,Logistics,Country rather not next bank whatever.,Medium,Open,135,3
10892,2026-03-21,Operations,Believe Republican technology instead beat.,Medium,Open,343,329
10893,2026-02-24,Veterinary,Other capital rather eight appear social.,High,Open,89,470
10894,2026-03-31,Logistics,Consumer talk account outside involve.,Critical,In Review,436,113
10895,2026-01-19,Analytics,Doctor total white.,Low,In Review,107,253
10896,2026-03-07,Veterinary,Save finish carry possible certainly.,Critical,Closed,177,291
10897,2026-03-12,Veterinary,Inside drop prevent reveal they.,Critical,In Review,300,400
10898,2026-03-31,Analytics,Card report certain group why.,Critical,Closed,190,322
10899,2026-03-03,Veterinary,Professor let make state.,Medium,Closed,203,143
10900,2026-01-07,Analytics,Drive nearly meet huge language.,Critical,Open,363,303
10901,2026-03-20,Veterinary,Enough TV attention couple green star.,Low,In Review,490,6
10902,2026-04-12,Logistics,To speech speech what involve.,Medium,Open,355,408
10903,2026-01-03,Analytics,Although animal resource chair beyond design.,Low,In Review,473,496
10904,2026-03-15,Veterinary,Price value deal career course.,High,Closed,374,158
10905,2026-01-10,Analytics,Among per person.,Medium,In Review,295,366
10906,2026-03-01,Analytics,Him both worker firm raise.,Critical,Open,313,60
10907,2026-02-10,Analytics,Build behavior range would fall.,Low,Closed,347,438
10908,2026-01-22,Operations,I staff full.,Critical,In Review,182,164
10909,2026-03-02,Operations,Similar really picture point.,High,Closed,124,287
10910,2026-01-28,Analytics,Learn piece pressure argue lose product.,Medium,Open,279,334
10911,2026-03-22,Operations,Sell ok bad.,Critical,In Review,386,490
10912,2026-04-11,Veterinary,Response want artist president too various.,Medium,Open,42,462
10913,2026-01-25,Operations,Walk tax society join type.,High,Open,38,368
10914,2026-02-26,Operations,Bag sign little phone wife.,Low,Closed,282,342
10915,2026-02-19,Operations,Adult woman question thank exactly.,Low,Closed,6,15
10916,2026-03-13,Analytics,Blood week consumer idea.,Medium,In Review,375,127
10917,2026-02-20,Operations,Hotel individual body structure.,Critical,Closed,92,116
10918,2026-01-21,Logistics,Current his without wonder.,Medium,In Review,60,122
10919,2026-02-12,Veterinary,Appear view institution speak.,Low,Open,450,286
10920,2026-03-24,Veterinary,While behind allow day.,Low,In Review,68,187
10921,2026-03-25,Analytics,Leg when store.,High,Open,494,192
10922,2026-01-30,Operations,Run tree smile peace enough.,Medium,Open,421,40
10923,2026-02-24,Veterinary,Direction nature suggest.,High,Closed,258,127
10924,2026-01-20,Logistics,Politics meeting if.,Critical,Closed,205,119
10925,2026-01-01,Logistics,Contain ok most.,Critical,Open,56,54
10926,2026-03-16,Veterinary,List report resource rise half despite.,High,Open,377,222
10927,2026-02-10,Operations,Democratic election have.,Medium,In Review,314,103
10928,2026-03-11,Veterinary,Parent safe teach second matter particularly.,Low,Closed,429,352
10929,2026-03-15,Logistics,Health hand team Mrs.,Critical,Open,227,197
10930,2026-04-06,Analytics,Imagine miss wall.,High,In Review,474,473
10931,2026-02-22,Operations,Deal between spring.,Critical,Open,122,471
10932,2026-04-03,Veterinary,Who will prevent represent.,Critical,Closed,226,442
10933,2026-03-30,Analytics,Bill always suffer place contain.,Low,Closed,169,347
10934,2026-01-08,Veterinary,Feeling bad many model.,Critical,Closed,312,302
10935,2026-02-08,Logistics,Tend table list.,High,In Review,333,90
10936,2026-03-20,Analytics,Fine dream guy four.,Medium,Closed,116,83
10937,2026-03-23,Operations,Break central none think about its.,Critical,In Review,16,108
10938,2026-03-14,Operations,Whole sing collection until whose senior.,High,Closed,438,121
10939,2026-01-01,Logistics,Set summer little wall.,Low,Closed,297,405
10940,2026-01-17,Analytics,Region recognize seat focus determine.,Critical,Open,29,186
10941,2026-01-23,Veterinary,Second night song source tell piece.,High,Closed,476,88
10942,2026-03-25,Veterinary,Number kind trip hour question.,Medium,Closed,84,223
10943,2026-01-27,Logistics,Decision amount dog owner kitchen stock.,Critical,In Review,396,144
10944,2026-01-02,Operations,Idea memory coach wait question else.,Low,In Review,369,225
10945,2026-01-10,Analytics,Run discussion situation within model fall.,Critical,Open,480,17
10946,2026-03-05,Logistics,Occur address surface situation me.,High,In Review,166,138
10947,2026-02-16,Logistics,Full focus pass serve.,High,In Review,480,137
10948,2026-01-12,Analytics,Shake interview learn.,Medium,Closed,32,350
10949,2026-04-04,Logistics,Strategy rock find mean.,Critical,Open,437,357
10950,2026-01-08,Veterinary,What understand staff measure wait work.,Critical,In Review,101,498
10951,2026-01-06,Logistics,President return into.,Medium,In Review,272,477
10952,2026-03-23,Operations,Executive performance eye tend.,Medium,Open,331,48
10953,2026-04-08,Operations,Shake trade specific run.,Medium,In Review,448,453
10954,2026-03-09,Logistics,Behavior admit sign account face.,High,Closed,134,127
10955,2026-02-06,Analytics,Agree friend friend.,Medium,Closed,339,477
10956,2026-04-10,Operations,Remember ago keep continue same.,High,Closed,414,364
10957,2026-01-18,Operations,World order provide participant.,Medium,In Review,50,402
10958,2026-02-04,Operations,Trouble much walk early on.,Low,Closed,290,486
10959,2026-01-19,Veterinary,Artist them door leader.,Critical,Closed,79,161
10960,2026-04-01,Operations,Set somebody no war camera scene.,Low,Open,415,429
10961,2026-03-18,Veterinary,Local senior force who man.,Low,Open,451,19
10962,2026-02-20,Logistics,Local message young including physical either.,Critical,In Review,373,266
10963,2026-03-20,Analytics,Federal billion international director action person.,Critical,Open,206,250
10964,2026-02-22,Operations,After partner base.,Medium,In Review,166,3
10965,2026-03-11,Logistics,Special white win against man.,High,Closed,156,380
10966,2026-01-18,Logistics,Line visit bank.,Medium,Open,51,405
10967,2026-02-18,Operations,Tough teacher traditional.,High,Open,377,56
10968,2026-01-24,Veterinary,Born rule beyond.,Critical,Open,123,474
10969,2026-02-21,Operations,Kid toward possible her.,Critical,Closed,416,143
10970,2026-02-13,Analytics,Subject argue forward look professional civil.,Critical,Open,457,24
10971,2026-03-04,Operations,Especially beyond from dog owner.,Critical,In Review,193,107
10972,2026-02-12,Logistics,Building before every hold consumer.,Critical,In Review,148,368
10973,2026-02-27,Analytics,Home suddenly involve step white.,Medium,In Review,452,247
10974,2026-04-03,Logistics,Bank seek turn.,High,In Review,164,461
10975,2026-03-20,Logistics,Happy religious growth skin own eat.,High,Open,387,7
10976,2026-02-17,Veterinary,Fine house property customer.,Critical,In Review,497,38
10977,2026-01-27,Logistics,Learn ten month.,Medium,Closed,204,220
10978,2026-04-12,Operations,Talk front why mention care dream.,Critical,Closed,229,134
10979,2026-03-24,Veterinary,Door size that Congress trade.,Critical,In Review,156,388
10980,2026-03-02,Analytics,Buy inside if.,Critical,Closed,265,186
10981,2026-03-20,Analytics,Where who institution though.,Low,Open,371,67
10982,2026-01-03,Operations,Senior still city.,Low,Open,331,221
10983,2026-01-26,Operations,Picture well scene firm.,High,Closed,326,278
10984,2026-01-30,Operations,Push place sea plan role understand.,Critical,Closed,362,466
10985,2026-04-10,Operations,End keep world cut.,Medium,Open,464,73
10986,2026-03-21,Operations,Act suffer we.,Low,In Review,135,265
10987,2026-04-09,Operations,Pass stay season third have.,Low,Open,162,202
10988,2026-03-14,Logistics,Adult with argue economy.,High,Closed,434,464
10989,2026-03-11,Operations,Happy debate glass tax.,Low,In Review,309,408
10990,2026-03-16,Analytics,World color population among major.,Low,Open,229,23
10991,2026-01-17,Operations,Center nice wait conference outside happy.,Low,Closed,50,315
10992,2026-02-23,Veterinary,Page early people.,Critical,Open,102,378
10993,2026-04-09,Analytics,Receive box attack floor staff.,High,Closed,375,362
10994,2026-02-05,Logistics,Entire well interview method.,Medium,Closed,420,215
10995,2026-04-07,Veterinary,Newspaper item class specific wonder few.,Critical,Closed,132,379
10996,2026-04-12,Veterinary,Husband resource begin note example little.,Low,In Review,235,436
10997,2026-02-06,Veterinary,Body health meet catch nothing once.,Low,Open,83,198
10998,2026-01-13,Veterinary,Respond question challenge field act join.,High,Open,403,101
10999,2026-01-28,Veterinary,Experience citizen us.,Low,Closed,448,4
11000,2026-02-20,Veterinary,Least improve industry.,Low,In Review,206,160
11001,2026-01-03,Analytics,Face forget summer.,Medium,Closed,47,165
11002,2026-02-05,Analytics,Bit recent thousand serious look.,High,Closed,335,53
11003,2026-01-08,Operations,Than economy interest who individual serve.,Low,Closed,270,431
11004,2026-02-28,Veterinary,Traditional local between always network staff.,High,In Review,382,278
11005,2026-04-03,Analytics,Offer whose market become the.,Medium,In Review,419,278
11006,2026-01-04,Analytics,Gun different yard.,High,In Review,493,461
11007,2026-02-06,Logistics,Issue remember gas art every tend.,Low,In Review,342,267
11008,2026-02-04,Veterinary,Myself father west similar.,Medium,Open,322,140
11009,2026-01-25,Veterinary,Energy research nature remember value him.,Critical,In Review,209,229
11010,2026-02-09,Operations,Pattern now case both hand.,Low,In Review,271,88
11011,2026-02-01,Logistics,Financial stop participant very drug.,Critical,Closed,27,41
11012,2026-01-18,Operations,Real by either shoulder card.,Low,Closed,227,382
11013,2026-02-23,Analytics,Beat air realize.,High,In Review,493,18
11014,2026-01-09,Operations,Six hope of customer brother.,Medium,Open,196,335
11015,2026-02-03,Analytics,Still writer eat admit live.,Critical,Closed,206,445
11016,2026-03-18,Analytics,Anyone pretty role once trip.,Critical,In Review,156,333
11017,2026-02-04,Analytics,Direction few test realize.,Low,In Review,224,27
11018,2026-03-02,Veterinary,From there indicate parent able.,Critical,Open,97,248
11019,2026-03-16,Logistics,Heavy red throughout heart three.,High,Closed,468,154
11020,2026-02-25,Veterinary,Knowledge open nice decide number.,Medium,In Review,488,159
11021,2026-03-19,Operations,Lead pass early beautiful art.,High,Closed,193,238
11022,2026-01-21,Logistics,To modern able without fact.,Medium,Open,360,25
11023,2026-03-22,Analytics,Purpose hand citizen go recognize.,Low,In Review,174,454
11024,2026-02-01,Logistics,Book at amount.,Low,In Review,55,332
11025,2026-02-13,Analytics,Whom weight tax local edge.,Critical,Open,465,445
11026,2026-03-03,Veterinary,Bring play gas claim population career.,Critical,Open,153,365
11027,2026-03-07,Veterinary,On buy thank federal opportunity.,Medium,Closed,307,320
11028,2026-01-30,Operations,Card conference soldier building charge remember.,Critical,Open,352,277
11029,2026-02-09,Operations,Light something new.,Low,In Review,445,418
11030,2026-03-30,Operations,Response right general individual vote several.,High,In Review,90,429
11031,2026-04-07,Veterinary,You card experience identify moment.,High,In Review,469,61
11032,2026-04-10,Operations,Become short movie civil cause friend.,Low,In Review,81,292
11033,2026-02-08,Analytics,Social listen follow.,Low,In Review,335,245
11034,2026-04-11,Analytics,Sign move heart top walk consider.,Low,Closed,128,343
11035,2026-02-21,Logistics,Attention rise rise include nor significant.,Medium,In Review,22,112
11036,2026-02-03,Operations,Such idea quickly four.,Critical,Open,11,448
